rank,agent,kd,kills,deaths,assists,win_rate,pick_rate,avg_score,matches,episode,act,placement
16,Fade,0.81,12.0,14.8,6.0,0.478,0.044,177,1156998,e6,act2,iron3
17,Chamber,0.94,13.6,14.4,3.5,0.477,0.021,195,568551,e6,act2,iron3
18,Neon,0.88,13.6,15.4,4.2,0.473,0.04,200,1050987,e6,act2,iron3
19,KAY/O,0.8,12.0,15.0,7.7,0.467,0.03,182,805690,e6,act2,iron3
20,Harbor,0.81,12.0,14.9,5.3,0.467,0.011,176,302836,e6,act2,iron3
21,Yoru,0.88,13.2,15.0,4.4,0.461,0.041,192,1100579,e6,act2,iron3
1,Killjoy,0.87,11.9,13.8,4.2,0.513,0.048,179,527928,e6,act2,iron2
2,Sage,0.77,10.9,14.2,6.1,0.499,0.136,162,1505610,e6,act2,iron2
3,Gekko,0.81,11.8,14.5,4.6,0.497,0.061,173,679440,e6,act2,iron2
4,Raze,0.91,13.4,14.8,4.8,0.497,0.072,205,798290,e6,act2,iron2
5,Reyna,1.0,14.6,14.7,4.5,0.496,0.111,215,1229512,e6,act2,iron2
6,Brimstone,0.85,12.3,14.4,6.0,0.493,0.035,184,388786,e6,act2,iron2
7,Astra,0.89,12.4,13.9,4.7,0.492,0.006,181,65690,e6,act2,iron2
8,Skye,0.79,11.4,14.4,6.9,0.491,0.032,171,359449,e6,act2,iron2
9,Cypher,0.86,12.0,14.0,4.8,0.49,0.026,175,293665,e6,act2,iron2
10,Viper,0.82,11.8,14.3,4.9,0.489,0.041,176,454972,e6,act2,iron2
11,Breach,0.83,12.2,14.7,5.3,0.489,0.014,182,154161,e6,act2,iron2
12,Jett,0.92,13.6,14.8,3.9,0.487,0.066,201,735212,e6,act2,iron2
13,Omen,0.86,12.6,14.6,4.8,0.487,0.062,184,685923,e6,act2,iron2
14,Fade,0.77,11.4,14.7,5.9,0.484,0.046,170,514982,e6,act2,iron2
15,Sova,0.82,11.8,14.4,4.9,0.483,0.042,176,471196,e6,act2,iron2
16,Chamber,0.9,12.9,14.3,3.5,0.483,0.02,187,225536,e6,act2,iron2
17,Phoenix,0.91,13.2,14.6,4.3,0.481,0.048,197,527368,e6,act2,iron2
18,Neon,0.85,12.9,15.2,4.0,0.478,0.044,191,486458,e6,act2,iron2
19,Harbor,0.78,11.5,14.7,5.1,0.476,0.011,170,119570,e6,act2,iron2
20,KAY/O,0.78,11.5,14.8,7.5,0.475,0.029,175,322274,e6,act2,iron2
21,Yoru,0.85,12.6,14.8,4.3,0.469,0.049,185,546349,e6,act2,iron2
1,Killjoy,0.82,11.0,13.5,4.0,0.518,0.042,169,129021,e6,act2,iron1
2,Sage,0.73,10.2,13.9,5.7,0.506,0.133,153,407175,e6,act2,iron1
3,Reyna,0.96,13.8,14.3,4.3,0.502,0.11,205,338369,e6,act2,iron1
4,Gekko,0.78,11.1,14.2,4.3,0.499,0.06,165,182904,e6,act2,iron1
5,Cypher,0.82,11.3,13.7,4.6,0.496,0.025,166,75572,e6,act2,iron1
6,Raze,0.88,12.7,14.4,4.6,0.496,0.076,196,231750,e6,act2,iron1
7,Skye,0.76,10.7,14.1,6.5,0.495,0.028,163,87301,e6,act2,iron1
8,Brimstone,0.81,11.4,14.0,5.4,0.493,0.032,174,99165,e6,act2,iron1
9,Viper,0.78,11.0,14.1,4.6,0.493,0.041,166,125788,e6,act2,iron1
10,Jett,0.89,12.7,14.4,3.6,0.492,0.071,191,217134,e6,act2,iron1
11,Omen,0.82,11.8,14.4,4.5,0.491,0.057,174,174666,e6,act2,iron1
12,Fade,0.73,10.6,14.5,5.7,0.49,0.049,161,148770,e6,act2,iron1
13,Sova,0.78,11.0,14.1,4.6,0.488,0.043,167,132115,e6,act2,iron1
14,Chamber,0.86,12.0,14.0,3.3,0.484,0.02,177,60477,e6,act2,iron1
15,Phoenix,0.87,12.3,14.2,4.1,0.484,0.052,186,158712,e6,act2,iron1
16,Neon,0.81,12.0,14.7,3.8,0.481,0.048,181,146312,e6,act2,iron1
17,Harbor,0.74,10.6,14.4,4.8,0.48,0.01,159,31714,e6,act2,iron1
18,KAY/O,0.74,10.8,14.6,7.1,0.477,0.028,166,85348,e6,act2,iron1
19,Breach,0.82,11.6,14.0,4.9,0.477,0.013,175,40491,e6,act2,iron1
20,Yoru,0.82,11.9,14.5,4.0,0.476,0.057,176,175707,e6,act2,iron1
21,Astra,0.87,11.4,13.2,4.0,0.472,0.006,172,18158,e6,act2,iron1
1,Phoenix,1.15,17.8,15.5,4.9,0.548,0.018,254,462,e6,act1,radiant
2,Brimstone,1.08,15.9,14.8,10.2,0.54,0.028,218,722,e6,act1,radiant
3,Chamber,1.15,17.5,15.3,2.4,0.532,0.026,228,669,e6,act1,radiant
4,Viper,1.1,16.3,14.8,5.9,0.525,0.041,223,1052,e6,act1,radiant
5,Fade,1.03,15.7,15.2,6.9,0.522,0.032,214,822,e6,act1,radiant
6,Omen,1.02,15.4,15.2,8.9,0.521,0.073,208,1853,e6,act1,radiant
7,Raze,1.09,17.8,16.4,4.8,0.519,0.075,252,1914,e6,act1,radiant
8,Sage,1.0,15.2,15.2,7.4,0.513,0.039,206,1004,e6,act1,radiant
9,Jett,1.13,18.1,16.0,3.5,0.502,0.181,246,4630,e6,act1,radiant
10,Reyna,1.16,18.3,15.7,4.2,0.501,0.072,249,1846,e6,act1,radiant
11,Cypher,1.07,15.8,14.7,4.5,0.499,0.045,208,1136,e6,act1,radiant
12,KAY/O,1.0,15.5,15.6,10.4,0.497,0.029,217,729,e6,act1,radiant
13,Killjoy,1.1,16.3,14.8,3.2,0.494,0.104,217,2662,e6,act1,radiant
14,Sova,1.02,15.1,14.8,6.1,0.491,0.077,207,1954,e6,act1,radiant
15,Skye,0.98,14.9,15.3,8.2,0.485,0.041,204,1037,e6,act1,radiant
16,Astra,1.13,16.4,14.5,7.3,0.484,0.036,217,920,e6,act1,radiant
17,Yoru,1.04,16.7,16.0,5.2,0.484,0.011,233,273,e6,act1,radiant
18,Harbor,0.95,14.6,15.4,6.3,0.474,0.015,193,386,e6,act1,radiant
19,Breach,0.97,14.7,15.2,8.2,0.452,0.047,200,1188,e6,act1,radiant
20,Neon,0.9,15.7,17.4,4.2,0.361,0.01,220,263,e6,act1,radiant
1,Astra,1.05,15.4,14.6,7.4,0.518,0.036,207,4530,e6,act1,immortal3
2,Phoenix,1.12,17.7,15.8,5.1,0.514,0.025,242,3102,e6,act1,immortal3
3,Sage,0.99,14.9,15.1,7.2,0.512,0.051,204,6301,e6,act1,immortal3
4,Neon,1.0,16.7,16.7,4.4,0.51,0.011,230,1316,e6,act1,immortal3
5,Reyna,1.13,17.9,15.9,4.3,0.508,0.084,244,10446,e6,act1,immortal3
6,Brimstone,1.0,14.8,14.9,10.0,0.504,0.038,208,4710,e6,act1,immortal3
7,Sova,1.03,15.1,14.7,5.9,0.504,0.073,207,9091,e6,act1,immortal3
8,Viper,1.06,15.8,14.9,6.0,0.5,0.038,215,4698,e6,act1,immortal3
9,Raze,1.06,17.1,16.2,4.7,0.499,0.073,244,9014,e6,act1,immortal3
10,Cypher,1.04,15.4,14.8,4.6,0.499,0.051,204,6303,e6,act1,immortal3
11,Breach,0.96,14.7,15.3,8.2,0.498,0.047,199,5800,e6,act1,immortal3
12,Killjoy,1.07,15.6,14.6,3.4,0.498,0.096,210,11940,e6,act1,immortal3
13,Fade,0.98,15.0,15.4,6.6,0.496,0.035,202,4300,e6,act1,immortal3
14,Skye,0.96,14.7,15.3,8.0,0.496,0.034,200,4192,e6,act1,immortal3
15,Jett,1.09,17.7,16.3,3.5,0.496,0.167,241,20738,e6,act1,immortal3
16,Chamber,1.11,16.9,15.2,2.6,0.49,0.023,223,2799,e6,act1,immortal3
17,Yoru,1.03,16.2,15.7,4.5,0.484,0.009,220,1102,e6,act1,immortal3
18,Omen,0.98,14.9,15.2,8.9,0.483,0.07,202,8743,e6,act1,immortal3
19,Harbor,0.93,14.4,15.4,6.5,0.447,0.014,194,1761,e6,act1,immortal3
20,KAY/O,0.94,14.7,15.6,9.9,0.444,0.027,209,3416,e6,act1,immortal3
1,Sage,0.97,14.7,15.1,7.3,0.524,0.057,201,7619,e6,act1,immortal2
2,Brimstone,1.0,14.9,14.9,9.9,0.518,0.04,209,5385,e6,act1,immortal2
3,Phoenix,1.12,17.6,15.8,5.0,0.514,0.025,243,3329,e6,act1,immortal2
4,Killjoy,1.06,15.3,14.5,3.6,0.513,0.092,207,12261,e6,act1,immortal2
5,Sova,1.01,14.9,14.7,6.0,0.512,0.068,206,9027,e6,act1,immortal2
6,Reyna,1.13,17.9,15.8,4.3,0.502,0.09,245,12042,e6,act1,immortal2
7,Raze,1.05,17.0,16.2,4.8,0.499,0.075,242,10006,e6,act1,immortal2
8,Breach,0.95,14.4,15.2,8.0,0.497,0.043,198,5764,e6,act1,immortal2
9,Astra,1.05,15.3,14.6,7.5,0.494,0.033,206,4434,e6,act1,immortal2
10,Cypher,1.03,15.2,14.7,4.6,0.492,0.049,204,6493,e6,act1,immortal2
11,Jett,1.08,17.5,16.2,3.6,0.49,0.16,240,21367,e6,act1,immortal2
12,Chamber,1.09,16.7,15.3,2.7,0.485,0.023,221,3091,e6,act1,immortal2
13,Viper,1.04,15.5,14.9,6.0,0.483,0.039,213,5201,e6,act1,immortal2
14,Skye,0.95,14.7,15.4,8.1,0.483,0.035,201,4679,e6,act1,immortal2
15,Omen,0.98,14.9,15.2,8.6,0.482,0.071,203,9439,e6,act1,immortal2
16,Fade,0.97,14.7,15.2,6.6,0.482,0.037,201,4989,e6,act1,immortal2
17,Neon,0.96,15.8,16.4,4.1,0.461,0.011,223,1462,e6,act1,immortal2
18,KAY/O,0.94,14.7,15.7,9.8,0.456,0.028,208,3787,e6,act1,immortal2
19,Yoru,1.0,16.0,16.0,4.3,0.456,0.009,217,1163,e6,act1,immortal2
20,Harbor,0.94,14.5,15.3,6.4,0.45,0.016,197,2106,e6,act1,immortal2
1,Phoenix,1.11,17.4,15.7,4.9,0.525,0.027,240,6763,e6,act1,immortal1
2,Sage,0.97,14.6,15.1,7.3,0.512,0.061,200,15179,e6,act1,immortal1
3,Brimstone,0.99,14.7,14.8,9.6,0.504,0.042,207,10485,e6,act1,immortal1
4,Raze,1.05,17.0,16.2,4.7,0.503,0.073,242,18081,e6,act1,immortal1
5,Killjoy,1.04,15.0,14.5,3.6,0.501,0.086,205,21222,e6,act1,immortal1
6,Viper,1.03,15.2,14.8,5.9,0.499,0.04,209,9984,e6,act1,immortal1
7,Breach,0.95,14.6,15.3,7.7,0.497,0.043,200,10742,e6,act1,immortal1
8,Reyna,1.12,17.8,15.9,4.3,0.495,0.092,243,22722,e6,act1,immortal1
9,Sova,1.01,14.9,14.7,6.0,0.495,0.062,206,15401,e6,act1,immortal1
10,Astra,1.04,15.5,14.8,7.3,0.494,0.03,208,7400,e6,act1,immortal1
11,Skye,0.97,14.9,15.3,7.9,0.491,0.038,203,9332,e6,act1,immortal1
12,Omen,0.99,15.0,15.2,8.4,0.491,0.067,205,16623,e6,act1,immortal1
13,Jett,1.07,17.4,16.2,3.6,0.488,0.156,238,38649,e6,act1,immortal1
14,Fade,0.96,14.7,15.2,6.6,0.488,0.04,201,9851,e6,act1,immortal1
15,Chamber,1.07,16.3,15.2,2.7,0.486,0.026,217,6445,e6,act1,immortal1
16,Cypher,1.02,15.1,14.8,4.6,0.478,0.047,203,11540,e6,act1,immortal1
17,Neon,0.97,16.2,16.8,4.3,0.476,0.012,225,2935,e6,act1,immortal1
18,Yoru,1.01,16.1,15.9,4.4,0.476,0.009,223,2195,e6,act1,immortal1
19,KAY/O,0.94,14.6,15.6,9.5,0.451,0.031,207,7572,e6,act1,immortal1
20,Harbor,0.93,14.3,15.5,6.3,0.447,0.016,195,3892,e6,act1,immortal1
1,Brimstone,1.0,14.8,14.9,9.5,0.513,0.046,208,17617,e6,act1,ascendant3
2,Sage,0.96,14.4,15.0,7.3,0.51,0.066,198,25326,e6,act1,ascendant3
3,Phoenix,1.11,17.5,15.7,4.9,0.508,0.028,241,10691,e6,act1,ascendant3
4,Fade,0.98,14.9,15.1,6.6,0.506,0.04,203,15422,e6,act1,ascendant3
5,Skye,0.96,14.7,15.2,7.9,0.503,0.037,202,14231,e6,act1,ascendant3
6,Killjoy,1.04,15.1,14.4,3.6,0.502,0.082,206,31296,e6,act1,ascendant3
7,Reyna,1.13,17.8,15.8,4.4,0.499,0.097,244,37166,e6,act1,ascendant3
8,Raze,1.06,17.0,16.1,4.8,0.497,0.07,243,26774,e6,act1,ascendant3
9,Sova,1.01,14.9,14.8,5.9,0.495,0.06,206,23153,e6,act1,ascendant3
10,Astra,1.05,15.5,14.8,7.2,0.495,0.03,210,11450,e6,act1,ascendant3
11,Viper,1.03,15.4,15.0,5.9,0.494,0.041,211,15847,e6,act1,ascendant3
12,Neon,0.99,16.2,16.4,4.3,0.493,0.011,226,4383,e6,act1,ascendant3
13,Yoru,1.05,16.3,15.6,4.4,0.491,0.008,224,3074,e6,act1,ascendant3
14,Jett,1.08,17.4,16.1,3.7,0.489,0.152,239,58413,e6,act1,ascendant3
15,Omen,0.99,15.0,15.1,8.3,0.486,0.068,206,26085,e6,act1,ascendant3
16,Chamber,1.09,16.5,15.1,2.8,0.484,0.027,221,10480,e6,act1,ascendant3
17,Cypher,1.02,15.1,14.7,4.7,0.483,0.047,203,18195,e6,act1,ascendant3
18,Breach,0.95,14.5,15.3,7.6,0.483,0.042,200,16084,e6,act1,ascendant3
19,Harbor,0.93,14.3,15.3,6.5,0.459,0.016,195,5987,e6,act1,ascendant3
20,KAY/O,0.93,14.6,15.7,9.5,0.446,0.031,207,11762,e6,act1,ascendant3
1,Brimstone,0.99,14.8,14.9,9.3,0.512,0.046,208,24971,e6,act1,ascendant2
2,Phoenix,1.11,17.4,15.6,4.9,0.508,0.028,242,15601,e6,act1,ascendant2
3,Reyna,1.13,17.9,15.8,4.4,0.508,0.097,246,53315,e6,act1,ascendant2
4,Sage,0.96,14.4,15.0,7.2,0.507,0.068,199,37474,e6,act1,ascendant2
5,Killjoy,1.05,15.0,14.4,3.7,0.502,0.079,206,43230,e6,act1,ascendant2
6,Astra,1.05,15.5,14.7,7.1,0.497,0.028,210,15570,e6,act1,ascendant2
7,Sova,1.01,14.9,14.8,5.9,0.497,0.058,207,31775,e6,act1,ascendant2
8,Raze,1.05,16.9,16.0,4.8,0.495,0.071,242,38899,e6,act1,ascendant2
9,Breach,0.94,14.5,15.3,7.5,0.495,0.042,200,23033,e6,act1,ascendant2
10,Viper,1.02,15.2,14.9,5.9,0.494,0.042,209,23062,e6,act1,ascendant2
11,Omen,0.99,15.0,15.2,8.1,0.491,0.068,206,37226,e6,act1,ascendant2
12,Cypher,1.02,15.0,14.7,4.8,0.49,0.047,203,25674,e6,act1,ascendant2
13,Jett,1.08,17.5,16.1,3.7,0.489,0.147,240,80697,e6,act1,ascendant2
14,Skye,0.96,14.7,15.3,7.8,0.488,0.038,202,20981,e6,act1,ascendant2
15,Fade,0.97,14.7,15.2,6.6,0.487,0.041,202,22487,e6,act1,ascendant2
16,Chamber,1.09,16.5,15.1,2.8,0.472,0.028,221,15253,e6,act1,ascendant2
17,Neon,0.98,16.3,16.6,4.2,0.471,0.012,227,6742,e6,act1,ascendant2
18,Yoru,1.01,16.1,15.9,4.4,0.461,0.009,220,5158,e6,act1,ascendant2
19,Harbor,0.93,14.2,15.2,6.2,0.461,0.016,194,8718,e6,act1,ascendant2
20,KAY/O,0.93,14.7,15.8,9.5,0.452,0.033,207,18332,e6,act1,ascendant2
1,Brimstone,0.98,14.7,14.9,9.2,0.512,0.046,207,34187,e6,act1,ascendant1
2,Phoenix,1.11,17.4,15.7,4.8,0.508,0.029,241,21452,e6,act1,ascendant1
3,Sage,0.95,14.2,15.0,7.3,0.507,0.074,196,54432,e6,act1,ascendant1
4,Viper,1.01,15.0,14.8,5.9,0.499,0.043,208,31430,e6,act1,ascendant1
5,Killjoy,1.03,14.9,14.4,3.7,0.496,0.078,205,57283,e6,act1,ascendant1
6,Raze,1.05,16.9,16.1,4.8,0.496,0.07,242,51606,e6,act1,ascendant1
7,Reyna,1.13,17.8,15.8,4.4,0.495,0.098,245,72002,e6,act1,ascendant1
8,Astra,1.04,15.3,14.7,7.0,0.495,0.027,208,19811,e6,act1,ascendant1
9,Fade,0.97,14.7,15.1,6.5,0.494,0.043,202,31774,e6,act1,ascendant1
10,Sova,1.01,14.9,14.8,5.8,0.494,0.058,207,42954,e6,act1,ascendant1
11,Jett,1.08,17.4,16.2,3.7,0.489,0.139,239,102896,e6,act1,ascendant1
12,Skye,0.95,14.6,15.3,7.8,0.487,0.04,201,29705,e6,act1,ascendant1
13,Cypher,1.02,15.0,14.8,4.8,0.486,0.044,203,32464,e6,act1,ascendant1
14,Omen,0.99,15.0,15.2,7.9,0.486,0.068,206,50100,e6,act1,ascendant1
15,Chamber,1.09,16.5,15.1,2.8,0.483,0.028,220,20861,e6,act1,ascendant1
16,Breach,0.94,14.5,15.4,7.4,0.478,0.041,200,30461,e6,act1,ascendant1
17,Neon,0.98,16.3,16.6,4.3,0.471,0.014,227,10117,e6,act1,ascendant1
18,Harbor,0.93,14.3,15.3,6.2,0.471,0.016,195,11510,e6,act1,ascendant1
19,KAY/O,0.93,14.6,15.7,9.4,0.457,0.035,207,25469,e6,act1,ascendant1
20,Yoru,1.0,15.9,16.0,4.4,0.452,0.01,218,7164,e6,act1,ascendant1
1,Brimstone,0.99,14.7,14.9,9.1,0.517,0.049,207,47477,e6,act1,diamond3
2,Phoenix,1.11,17.4,15.6,4.8,0.51,0.03,242,28951,e6,act1,diamond3
3,Killjoy,1.03,14.8,14.4,3.8,0.507,0.077,204,74982,e6,act1,diamond3
4,Sage,0.95,14.2,15.0,7.3,0.507,0.079,196,76763,e6,act1,diamond3
5,Reyna,1.14,17.9,15.8,4.4,0.504,0.1,246,96651,e6,act1,diamond3
6,Sova,1.01,14.9,14.8,5.8,0.501,0.055,206,53225,e6,act1,diamond3
7,Viper,1.01,15.0,14.8,5.9,0.5,0.043,208,41250,e6,act1,diamond3
8,Raze,1.06,17.0,16.1,4.8,0.499,0.069,242,66526,e6,act1,diamond3
9,Astra,1.04,15.3,14.7,6.9,0.498,0.026,207,25001,e6,act1,diamond3
10,Fade,0.96,14.6,15.1,6.5,0.496,0.043,201,41955,e6,act1,diamond3
11,Jett,1.09,17.5,16.1,3.7,0.491,0.133,240,129072,e6,act1,diamond3
12,Skye,0.96,14.6,15.3,7.7,0.488,0.041,202,39872,e6,act1,diamond3
13,Cypher,1.01,14.9,14.7,4.8,0.488,0.044,202,42380,e6,act1,diamond3
14,Breach,0.94,14.5,15.4,7.2,0.487,0.04,200,38894,e6,act1,diamond3
15,Omen,0.98,15.0,15.2,7.8,0.485,0.068,206,65870,e6,act1,diamond3
16,Chamber,1.09,16.5,15.1,2.9,0.481,0.029,221,28222,e6,act1,diamond3
17,Neon,0.99,16.4,16.5,4.3,0.479,0.014,229,13343,e6,act1,diamond3
18,Yoru,1.02,16.2,15.9,4.4,0.469,0.009,221,9114,e6,act1,diamond3
19,Harbor,0.92,14.1,15.3,6.2,0.463,0.016,193,15169,e6,act1,diamond3
20,KAY/O,0.93,14.5,15.6,9.2,0.457,0.035,206,33975,e6,act1,diamond3
1,Brimstone,0.98,14.6,15.0,8.9,0.508,0.049,207,54589,e6,act1,diamond2
2,Sage,0.94,14.0,14.9,7.2,0.504,0.082,194,90992,e6,act1,diamond2
3,Reyna,1.13,17.9,15.8,4.5,0.5,0.101,246,112321,e6,act1,diamond2
4,Phoenix,1.11,17.2,15.6,4.8,0.5,0.031,241,33869,e6,act1,diamond2
5,Killjoy,1.02,14.7,14.4,3.8,0.498,0.075,203,82969,e6,act1,diamond2
6,Sova,1.01,14.9,14.7,5.7,0.498,0.055,207,60383,e6,act1,diamond2
7,Raze,1.05,16.8,16.0,4.8,0.495,0.071,241,78118,e6,act1,diamond2
8,Astra,1.04,15.2,14.6,6.8,0.495,0.024,207,26758,e6,act1,diamond2
9,Fade,0.96,14.5,15.1,6.5,0.495,0.043,201,47343,e6,act1,diamond2
10,Viper,1.0,14.9,14.8,5.8,0.492,0.042,206,46901,e6,act1,diamond2
11,Cypher,1.01,14.9,14.7,4.8,0.492,0.043,202,47113,e6,act1,diamond2
12,Skye,0.96,14.6,15.3,7.7,0.491,0.041,202,45893,e6,act1,diamond2
13,Jett,1.08,17.4,16.1,3.8,0.488,0.129,241,142884,e6,act1,diamond2
14,Breach,0.94,14.5,15.4,7.1,0.486,0.039,201,43500,e6,act1,diamond2
15,Omen,0.98,14.9,15.2,7.5,0.482,0.069,206,75887,e6,act1,diamond2
16,Chamber,1.09,16.4,15.1,2.9,0.479,0.029,220,32567,e6,act1,diamond2
17,Neon,0.98,16.3,16.6,4.3,0.473,0.014,227,16019,e6,act1,diamond2
18,Yoru,1.02,16.1,15.8,4.4,0.469,0.011,221,11635,e6,act1,diamond2
19,Harbor,0.91,13.9,15.2,6.1,0.462,0.016,192,17789,e6,act1,diamond2
20,KAY/O,0.93,14.5,15.7,9.1,0.456,0.036,206,40070,e6,act1,diamond2
1,Phoenix,1.11,17.2,15.6,4.7,0.508,0.031,240,39603,e6,act1,diamond1
2,Sage,0.94,14.0,14.9,7.2,0.507,0.086,193,108943,e6,act1,diamond1
3,Brimstone,0.98,14.6,14.9,8.7,0.505,0.05,206,63131,e6,act1,diamond1
4,Killjoy,1.01,14.6,14.4,3.8,0.501,0.074,202,93709,e6,act1,diamond1
5,Raze,1.05,16.8,16.0,4.8,0.5,0.068,242,86065,e6,act1,diamond1
6,Reyna,1.14,17.9,15.7,4.4,0.497,0.105,247,132994,e6,act1,diamond1
7,Sova,1.0,14.8,14.8,5.7,0.494,0.053,206,67035,e6,act1,diamond1
8,Fade,0.96,14.5,15.1,6.4,0.493,0.044,201,55644,e6,act1,diamond1
9,Viper,1.0,14.8,14.8,5.8,0.491,0.043,205,53880,e6,act1,diamond1
10,Jett,1.09,17.4,16.0,3.8,0.49,0.125,241,158151,e6,act1,diamond1
11,Breach,0.94,14.4,15.4,7.0,0.489,0.039,200,48752,e6,act1,diamond1
12,Cypher,1.01,14.8,14.7,4.8,0.489,0.04,201,50598,e6,act1,diamond1
13,Skye,0.95,14.5,15.2,7.6,0.488,0.042,201,53266,e6,act1,diamond1
14,Astra,1.04,15.2,14.6,6.7,0.487,0.023,207,28580,e6,act1,diamond1
15,Omen,0.98,14.9,15.2,7.4,0.48,0.068,206,86506,e6,act1,diamond1
16,Chamber,1.09,16.4,15.1,2.9,0.475,0.03,220,37932,e6,act1,diamond1
17,Yoru,1.02,16.0,15.7,4.4,0.47,0.011,221,13518,e6,act1,diamond1
18,Neon,0.98,16.2,16.5,4.2,0.464,0.016,227,20130,e6,act1,diamond1
19,KAY/O,0.92,14.4,15.7,9.0,0.454,0.037,205,46771,e6,act1,diamond1
20,Harbor,0.92,14.0,15.2,6.0,0.453,0.015,194,19432,e6,act1,diamond1
1,Brimstone,0.98,14.6,14.9,8.6,0.513,0.051,207,76737,e6,act1,platinum3
2,Sage,0.93,13.9,14.9,7.2,0.504,0.092,193,137252,e6,act1,platinum3
3,Phoenix,1.12,17.3,15.5,4.7,0.502,0.032,243,48149,e6,act1,platinum3
4,Reyna,1.15,18.0,15.6,4.5,0.501,0.111,249,165565,e6,act1,platinum3
5,Sova,1.01,14.8,14.7,5.7,0.499,0.052,207,77620,e6,act1,platinum3
6,Raze,1.06,16.8,15.9,4.8,0.499,0.068,242,101515,e6,act1,platinum3
7,Astra,1.04,15.3,14.6,6.6,0.497,0.022,209,32751,e6,act1,platinum3
8,Killjoy,1.01,14.5,14.3,3.8,0.497,0.073,202,108995,e6,act1,platinum3
9,Viper,1.01,14.8,14.7,5.8,0.496,0.042,206,62581,e6,act1,platinum3
10,Breach,0.95,14.5,15.3,6.9,0.494,0.038,202,56509,e6,act1,platinum3
11,Jett,1.1,17.5,16.0,3.8,0.493,0.12,243,179325,e6,act1,platinum3
12,Cypher,1.01,14.8,14.6,4.8,0.492,0.038,201,57117,e6,act1,platinum3
13,Skye,0.95,14.4,15.1,7.6,0.492,0.042,201,63361,e6,act1,platinum3
14,Fade,0.96,14.5,15.1,6.4,0.492,0.043,202,64901,e6,act1,platinum3
15,Chamber,1.1,16.4,15.0,3.0,0.486,0.03,221,44423,e6,act1,platinum3
16,Omen,0.98,14.9,15.2,7.2,0.484,0.069,206,102775,e6,act1,platinum3
17,Neon,0.99,16.3,16.5,4.3,0.476,0.016,229,24666,e6,act1,platinum3
18,Yoru,1.01,16.0,15.7,4.4,0.47,0.011,220,16564,e6,act1,platinum3
19,Harbor,0.92,13.9,15.2,6.0,0.466,0.015,193,22339,e6,act1,platinum3
20,KAY/O,0.92,14.4,15.6,8.9,0.461,0.037,205,54827,e6,act1,platinum3
1,Brimstone,0.98,14.6,14.9,8.4,0.511,0.051,206,82038,e6,act1,platinum2
2,Sage,0.93,13.8,14.8,7.2,0.508,0.094,192,151769,e6,act1,platinum2
3,Phoenix,1.12,17.3,15.5,4.7,0.505,0.033,242,52313,e6,act1,platinum2
4,Killjoy,1.01,14.4,14.3,3.9,0.502,0.073,201,116760,e6,act1,platinum2
5,Astra,1.05,15.3,14.6,6.5,0.5,0.021,209,34043,e6,act1,platinum2
6,Reyna,1.15,18.0,15.7,4.5,0.5,0.112,249,179770,e6,act1,platinum2
7,Raze,1.05,16.8,15.9,4.8,0.499,0.068,242,109251,e6,act1,platinum2
8,Fade,0.96,14.4,15.1,6.4,0.497,0.043,200,69403,e6,act1,platinum2
9,Viper,1.0,14.7,14.7,5.7,0.494,0.042,205,67489,e6,act1,platinum2
10,Sova,1.0,14.8,14.7,5.6,0.493,0.051,207,81305,e6,act1,platinum2
11,Skye,0.95,14.3,15.1,7.6,0.493,0.042,200,67859,e6,act1,platinum2
12,Jett,1.09,17.4,15.9,3.8,0.491,0.115,242,184556,e6,act1,platinum2
13,Cypher,1.0,14.6,14.6,4.8,0.489,0.038,200,60820,e6,act1,platinum2
14,Breach,0.94,14.5,15.4,6.7,0.485,0.037,202,58869,e6,act1,platinum2
15,Chamber,1.08,16.2,14.9,3.0,0.482,0.031,220,49193,e6,act1,platinum2
16,Omen,0.98,14.9,15.2,7.0,0.479,0.069,207,111373,e6,act1,platinum2
17,Neon,0.99,16.3,16.3,4.2,0.477,0.018,229,29596,e6,act1,platinum2
18,Harbor,0.92,13.9,15.1,6.0,0.471,0.015,193,24081,e6,act1,platinum2
19,Yoru,1.0,15.8,15.7,4.3,0.46,0.012,219,19438,e6,act1,platinum2
20,KAY/O,0.92,14.3,15.6,8.8,0.456,0.037,205,59203,e6,act1,platinum2
1,Brimstone,0.97,14.4,14.9,8.3,0.509,0.052,205,91798,e6,act1,platinum1
2,Sage,0.92,13.6,14.8,7.2,0.504,0.098,190,173904,e6,act1,platinum1
3,Reyna,1.15,17.9,15.6,4.5,0.5,0.113,249,200240,e6,act1,platinum1
4,Astra,1.04,15.2,14.6,6.4,0.5,0.02,208,35348,e6,act1,platinum1
5,Sova,0.99,14.6,14.7,5.5,0.5,0.05,205,88512,e6,act1,platinum1
6,Killjoy,1.0,14.3,14.3,3.9,0.499,0.072,200,127498,e6,act1,platinum1
7,Phoenix,1.11,17.1,15.5,4.6,0.498,0.034,241,59714,e6,act1,platinum1
8,Fade,0.95,14.3,15.1,6.3,0.497,0.043,199,75424,e6,act1,platinum1
9,Viper,0.99,14.6,14.7,5.7,0.496,0.043,204,75368,e6,act1,platinum1
10,Cypher,1.0,14.6,14.6,4.8,0.493,0.037,200,65984,e6,act1,platinum1
11,Raze,1.05,16.7,15.9,4.8,0.492,0.068,241,120191,e6,act1,platinum1
