rank,agent,kd,kills,deaths,assists,win_rate,pick_rate,avg_score,matches,episode,act,placement
13,Fade,0.96,14.5,15.2,6.5,0.488,0.03,200,765514,e6,act2,diamond2
14,Cypher,1.01,14.8,14.7,4.8,0.487,0.039,201,999496,e6,act2,diamond2
15,Breach,0.94,14.5,15.4,7.1,0.484,0.032,200,803821,e6,act2,diamond2
16,Omen,0.98,15.0,15.3,7.7,0.483,0.072,206,1847402,e6,act2,diamond2
17,Chamber,1.09,16.4,15.1,2.9,0.479,0.029,220,740925,e6,act2,diamond2
18,Neon,0.98,16.2,16.5,4.3,0.472,0.012,227,317680,e6,act2,diamond2
19,Yoru,1.01,16.0,15.8,4.6,0.464,0.009,220,238123,e6,act2,diamond2
20,Harbor,0.92,14.0,15.3,6.2,0.459,0.012,192,311663,e6,act2,diamond2
21,KAY/O,0.92,14.5,15.7,9.1,0.452,0.027,205,684861,e6,act2,diamond2
1,Brimstone,0.98,14.6,14.9,8.9,0.51,0.052,206,1508170,e6,act2,diamond1
2,Phoenix,1.11,17.3,15.6,4.8,0.505,0.028,241,832340,e6,act2,diamond1
3,Sage,0.93,13.9,15.0,7.2,0.503,0.085,193,2485139,e6,act2,diamond1
4,Killjoy,1.01,14.6,14.4,3.8,0.5,0.072,202,2113980,e6,act2,diamond1
5,Reyna,1.13,17.8,15.7,4.5,0.498,0.105,246,3059388,e6,act2,diamond1
6,Gekko,0.94,14.3,15.1,4.9,0.497,0.066,194,1923671,e6,act2,diamond1
7,Viper,1.0,14.9,14.8,5.9,0.496,0.04,206,1174646,e6,act2,diamond1
8,Raze,1.05,16.8,16.0,4.9,0.496,0.065,241,1893323,e6,act2,diamond1
9,Sova,1.0,14.8,14.7,5.7,0.495,0.045,206,1306626,e6,act2,diamond1
10,Astra,1.04,15.2,14.7,6.7,0.494,0.021,207,616903,e6,act2,diamond1
11,Jett,1.09,17.4,16.1,3.8,0.49,0.124,240,3628513,e6,act2,diamond1
12,Fade,0.95,14.4,15.1,6.5,0.49,0.03,200,884020,e6,act2,diamond1
13,Cypher,1.0,14.7,14.7,4.8,0.488,0.038,201,1098516,e6,act2,diamond1
14,Skye,0.94,14.4,15.2,7.7,0.486,0.034,200,1002965,e6,act2,diamond1
15,Breach,0.94,14.4,15.4,7.0,0.483,0.031,200,909015,e6,act2,diamond1
16,Omen,0.98,14.9,15.3,7.5,0.481,0.073,205,2129638,e6,act2,diamond1
17,Chamber,1.08,16.3,15.0,2.9,0.48,0.029,219,854219,e6,act2,diamond1
18,Neon,0.99,16.2,16.5,4.3,0.472,0.013,227,390857,e6,act2,diamond1
19,Yoru,1.01,15.9,15.8,4.6,0.461,0.01,219,283026,e6,act2,diamond1
20,Harbor,0.91,13.9,15.3,6.2,0.46,0.012,192,349496,e6,act2,diamond1
21,KAY/O,0.92,14.4,15.6,9.0,0.451,0.027,204,803437,e6,act2,diamond1
1,Brimstone,0.98,14.7,14.9,8.7,0.511,0.052,208,1726528,e6,act2,platinum3
2,Phoenix,1.12,17.4,15.5,4.7,0.505,0.03,243,984723,e6,act2,platinum3
3,Sage,0.93,13.9,14.9,7.2,0.505,0.088,194,2923751,e6,act2,platinum3
4,Killjoy,1.02,14.6,14.3,3.8,0.502,0.071,202,2336346,e6,act2,platinum3
5,Reyna,1.15,18.0,15.7,4.5,0.502,0.11,249,3645066,e6,act2,platinum3
6,Viper,1.01,14.9,14.7,5.8,0.5,0.04,207,1308289,e6,act2,platinum3
7,Raze,1.06,16.9,15.9,4.9,0.498,0.065,243,2155637,e6,act2,platinum3
8,Astra,1.04,15.3,14.7,6.6,0.498,0.02,209,660610,e6,act2,platinum3
9,Gekko,0.95,14.3,15.1,4.9,0.497,0.066,196,2179550,e6,act2,platinum3
10,Sova,1.01,14.8,14.7,5.7,0.495,0.043,207,1428206,e6,act2,platinum3
11,Jett,1.1,17.6,16.0,3.8,0.493,0.12,243,3982062,e6,act2,platinum3
12,Fade,0.96,14.5,15.1,6.5,0.491,0.03,201,992801,e6,act2,platinum3
13,Cypher,1.01,14.8,14.6,4.9,0.488,0.036,202,1189091,e6,act2,platinum3
14,Skye,0.95,14.4,15.2,7.7,0.488,0.034,200,1124670,e6,act2,platinum3
15,Breach,0.94,14.5,15.4,6.9,0.484,0.03,202,993720,e6,act2,platinum3
16,Omen,0.99,15.0,15.2,7.3,0.484,0.073,207,2402115,e6,act2,platinum3
17,Chamber,1.09,16.3,15.0,3.0,0.482,0.029,220,959363,e6,act2,platinum3
18,Neon,1.0,16.3,16.4,4.3,0.475,0.015,229,482409,e6,act2,platinum3
19,Harbor,0.92,14.0,15.3,6.1,0.461,0.012,193,388694,e6,act2,platinum3
20,Yoru,1.01,15.9,15.7,4.6,0.461,0.01,221,342973,e6,act2,platinum3
21,KAY/O,0.92,14.4,15.6,8.9,0.455,0.027,205,900938,e6,act2,platinum3
1,Brimstone,0.98,14.6,14.9,8.6,0.51,0.053,207,1933109,e6,act2,platinum2
2,Phoenix,1.12,17.3,15.5,4.7,0.506,0.03,242,1110675,e6,act2,platinum2
3,Sage,0.93,13.8,14.9,7.2,0.503,0.092,192,3367821,e6,act2,platinum2
4,Killjoy,1.01,14.4,14.3,3.9,0.501,0.07,202,2576538,e6,act2,platinum2
5,Reyna,1.15,18.0,15.6,4.5,0.501,0.112,249,4094133,e6,act2,platinum2
6,Raze,1.06,16.8,15.9,4.9,0.498,0.065,242,2378896,e6,act2,platinum2
7,Gekko,0.95,14.3,15.1,4.9,0.498,0.066,195,2424196,e6,act2,platinum2
8,Astra,1.04,15.2,14.6,6.5,0.496,0.019,208,699922,e6,act2,platinum2
9,Viper,1.0,14.8,14.7,5.8,0.496,0.039,206,1448578,e6,act2,platinum2
10,Sova,1.0,14.7,14.7,5.6,0.494,0.042,206,1552790,e6,act2,platinum2
11,Jett,1.1,17.5,15.9,3.8,0.492,0.115,242,4234604,e6,act2,platinum2
12,Fade,0.95,14.4,15.1,6.4,0.49,0.03,200,1104689,e6,act2,platinum2
13,Cypher,1.0,14.7,14.6,4.8,0.488,0.035,200,1290529,e6,act2,platinum2
14,Skye,0.94,14.3,15.2,7.6,0.488,0.034,200,1252992,e6,act2,platinum2
15,Breach,0.94,14.5,15.4,6.7,0.485,0.03,202,1083639,e6,act2,platinum2
16,Omen,0.98,15.0,15.2,7.1,0.483,0.073,207,2662160,e6,act2,platinum2
17,Chamber,1.08,16.2,15.0,3.0,0.481,0.029,220,1061880,e6,act2,platinum2
18,Neon,0.99,16.2,16.4,4.2,0.475,0.016,229,572815,e6,act2,platinum2
19,Harbor,0.91,13.9,15.2,6.0,0.462,0.012,193,430814,e6,act2,platinum2
20,Yoru,1.01,15.8,15.7,4.6,0.461,0.011,219,409284,e6,act2,platinum2
21,KAY/O,0.92,14.3,15.6,8.8,0.455,0.028,204,1009493,e6,act2,platinum2
1,Brimstone,0.97,14.5,14.9,8.4,0.508,0.054,206,2184088,e6,act2,platinum1
2,Phoenix,1.11,17.1,15.4,4.7,0.502,0.031,241,1254672,e6,act2,platinum1
3,Sage,0.92,13.6,14.9,7.1,0.502,0.096,190,3926864,e6,act2,platinum1
4,Killjoy,1.0,14.3,14.3,3.9,0.501,0.07,201,2855346,e6,act2,platinum1
5,Reyna,1.15,17.9,15.6,4.5,0.501,0.113,249,4627287,e6,act2,platinum1
6,Gekko,0.94,14.2,15.1,4.9,0.497,0.066,194,2684226,e6,act2,platinum1
7,Raze,1.05,16.7,15.8,4.9,0.497,0.064,241,2612172,e6,act2,platinum1
8,Viper,0.99,14.6,14.7,5.8,0.496,0.04,205,1615204,e6,act2,platinum1
9,Astra,1.03,15.1,14.6,6.4,0.494,0.018,207,729129,e6,act2,platinum1
10,Sova,0.99,14.6,14.7,5.6,0.493,0.041,205,1679245,e6,act2,platinum1
11,Jett,1.09,17.4,15.9,3.8,0.492,0.109,242,4458222,e6,act2,platinum1
12,Fade,0.95,14.3,15.1,6.4,0.491,0.03,199,1241755,e6,act2,platinum1
13,Cypher,1.0,14.5,14.6,4.9,0.487,0.034,199,1399217,e6,act2,platinum1
14,Skye,0.93,14.1,15.1,7.6,0.486,0.035,198,1411305,e6,act2,platinum1
15,Breach,0.94,14.4,15.4,6.6,0.484,0.029,201,1182079,e6,act2,platinum1
16,Omen,0.98,14.9,15.2,7.0,0.483,0.073,206,2973112,e6,act2,platinum1
17,Chamber,1.08,16.1,14.9,3.0,0.482,0.029,218,1163245,e6,act2,platinum1
18,Neon,0.99,16.2,16.3,4.2,0.476,0.017,228,680688,e6,act2,platinum1
19,Harbor,0.91,13.8,15.2,6.0,0.461,0.012,192,475497,e6,act2,platinum1
20,Yoru,1.0,15.6,15.7,4.5,0.46,0.012,218,484111,e6,act2,platinum1
21,KAY/O,0.91,14.2,15.5,8.7,0.456,0.028,203,1136226,e6,act2,platinum1
1,Brimstone,0.98,14.6,14.8,8.3,0.51,0.054,208,2402082,e6,act2,gold3
2,Phoenix,1.13,17.3,15.3,4.7,0.505,0.032,243,1440078,e6,act2,gold3
3,Reyna,1.17,18.2,15.5,4.5,0.505,0.12,253,5362192,e6,act2,gold3
4,Sage,0.93,13.7,14.8,7.1,0.504,0.098,192,4385248,e6,act2,gold3
5,Killjoy,1.01,14.4,14.2,3.9,0.503,0.069,202,3092707,e6,act2,gold3
6,Gekko,0.95,14.2,15.0,4.9,0.499,0.066,196,2936415,e6,act2,gold3
7,Raze,1.07,16.8,15.8,4.9,0.499,0.065,243,2910930,e6,act2,gold3
8,Viper,1.0,14.7,14.7,5.7,0.499,0.039,207,1750123,e6,act2,gold3
9,Astra,1.05,15.2,14.6,6.3,0.497,0.017,210,747337,e6,act2,gold3
10,Jett,1.11,17.6,15.8,3.9,0.496,0.106,245,4766171,e6,act2,gold3
11,Sova,1.0,14.7,14.6,5.6,0.495,0.04,207,1801389,e6,act2,gold3
12,Fade,0.95,14.3,15.0,6.4,0.494,0.03,201,1343561,e6,act2,gold3
13,Cypher,1.01,14.6,14.5,4.9,0.49,0.033,201,1467346,e6,act2,gold3
14,Skye,0.94,14.2,15.1,7.6,0.488,0.034,200,1526731,e6,act2,gold3
15,Omen,0.99,15.0,15.2,6.8,0.486,0.072,209,3236101,e6,act2,gold3
16,Breach,0.95,14.5,15.3,6.5,0.485,0.028,203,1250111,e6,act2,gold3
17,Chamber,1.09,16.2,14.9,3.1,0.484,0.028,221,1247963,e6,act2,gold3
18,Neon,1.0,16.3,16.2,4.3,0.478,0.018,231,811056,e6,act2,gold3
19,Yoru,1.01,15.8,15.6,4.5,0.464,0.013,220,574105,e6,act2,gold3
20,Harbor,0.92,13.9,15.2,5.9,0.464,0.011,194,513115,e6,act2,gold3
21,KAY/O,0.92,14.2,15.5,8.7,0.459,0.028,205,1233018,e6,act2,gold3
1,Brimstone,0.98,14.5,14.8,8.2,0.508,0.054,207,2591967,e6,act2,gold2
2,Phoenix,1.12,17.1,15.3,4.6,0.504,0.033,242,1579596,e6,act2,gold2
3,Reyna,1.17,18.1,15.5,4.5,0.503,0.119,252,5779756,e6,act2,gold2
4,Killjoy,1.0,14.3,14.2,4.0,0.502,0.069,201,3331698,e6,act2,gold2
5,Sage,0.92,13.5,14.8,7.1,0.501,0.102,190,4927933,e6,act2,gold2
6,Raze,1.06,16.6,15.7,4.9,0.497,0.065,242,3124013,e6,act2,gold2
7,Gekko,0.94,14.1,15.0,4.9,0.497,0.066,195,3189487,e6,act2,gold2
8,Viper,0.99,14.6,14.6,5.7,0.496,0.04,205,1913472,e6,act2,gold2
9,Jett,1.11,17.4,15.7,3.9,0.495,0.101,244,4885888,e6,act2,gold2
10,Astra,1.04,15.1,14.5,6.2,0.495,0.016,208,762026,e6,act2,gold2
11,Sova,0.99,14.6,14.6,5.5,0.493,0.04,206,1918296,e6,act2,gold2
12,Fade,0.94,14.2,15.0,6.3,0.489,0.03,199,1473082,e6,act2,gold2
13,Cypher,1.0,14.5,14.5,4.9,0.486,0.033,200,1574548,e6,act2,gold2
14,Skye,0.93,14.1,15.0,7.6,0.486,0.035,198,1669301,e6,act2,gold2
15,Breach,0.94,14.4,15.3,6.4,0.485,0.027,203,1328013,e6,act2,gold2
16,Omen,0.98,14.9,15.1,6.7,0.484,0.072,208,3498121,e6,act2,gold2
17,Chamber,1.08,16.0,14.8,3.1,0.482,0.027,219,1328463,e6,act2,gold2
18,Neon,1.0,16.2,16.2,4.2,0.476,0.019,230,940342,e6,act2,gold2
19,Harbor,0.91,13.8,15.2,5.9,0.464,0.012,193,556544,e6,act2,gold2
20,Yoru,1.0,15.6,15.5,4.5,0.462,0.014,219,668267,e6,act2,gold2
21,KAY/O,0.91,14.1,15.4,8.6,0.458,0.028,203,1340830,e6,act2,gold2
1,Brimstone,0.97,14.3,14.8,8.0,0.505,0.054,206,2800537,e6,act2,gold1
2,Killjoy,0.99,14.1,14.2,4.0,0.501,0.069,200,3601533,e6,act2,gold1
3,Reyna,1.16,17.9,15.4,4.5,0.501,0.119,251,6192171,e6,act2,gold1
4,Phoenix,1.1,16.8,15.2,4.6,0.501,0.033,239,1723004,e6,act2,gold1
5,Sage,0.9,13.3,14.8,7.1,0.499,0.107,188,5544437,e6,act2,gold1
6,Gekko,0.93,14.0,15.0,4.8,0.497,0.066,194,3437851,e6,act2,gold1
7,Raze,1.05,16.4,15.7,4.9,0.496,0.064,239,3314274,e6,act2,gold1
8,Viper,0.98,14.3,14.6,5.7,0.494,0.04,203,2078416,e6,act2,gold1
9,Jett,1.1,17.2,15.7,3.9,0.494,0.095,242,4919397,e6,act2,gold1
10,Astra,1.03,14.9,14.5,6.1,0.493,0.015,207,766884,e6,act2,gold1
11,Fade,0.93,14.0,15.0,6.3,0.49,0.031,197,1611337,e6,act2,gold1
12,Sova,0.98,14.4,14.7,5.5,0.49,0.039,204,2033438,e6,act2,gold1
13,Cypher,0.99,14.3,14.5,4.9,0.486,0.032,198,1672810,e6,act2,gold1
14,Skye,0.92,13.8,15.0,7.5,0.485,0.035,196,1824016,e6,act2,gold1
15,Breach,0.93,14.3,15.3,6.3,0.484,0.027,201,1390238,e6,act2,gold1
16,Omen,0.97,14.8,15.1,6.5,0.483,0.073,206,3804190,e6,act2,gold1
17,Chamber,1.07,15.8,14.8,3.2,0.482,0.027,217,1401746,e6,act2,gold1
18,Neon,0.99,16.0,16.1,4.2,0.477,0.021,228,1077208,e6,act2,gold1
19,Harbor,0.9,13.6,15.2,5.8,0.462,0.012,191,603974,e6,act2,gold1
20,Yoru,0.99,15.4,15.5,4.5,0.46,0.015,216,771430,e6,act2,gold1
21,KAY/O,0.9,13.9,15.4,8.5,0.458,0.028,201,1446882,e6,act2,gold1
1,Reyna,1.2,18.2,15.3,4.6,0.509,0.126,257,6872362,e6,act2,silver3
2,Brimstone,0.99,14.5,14.7,7.8,0.509,0.053,210,2893546,e6,act2,silver3
3,Killjoy,1.01,14.2,14.1,4.1,0.507,0.068,203,3694191,e6,act2,silver3
4,Phoenix,1.13,17.1,15.1,4.6,0.506,0.035,243,1887672,e6,act2,silver3
5,Sage,0.92,13.5,14.6,7.0,0.503,0.107,191,5870010,e6,act2,silver3
6,Gekko,0.95,14.2,14.9,4.9,0.501,0.065,198,3572823,e6,act2,silver3
7,Raze,1.07,16.6,15.5,5.0,0.501,0.064,243,3521301,e6,act2,silver3
8,Jett,1.13,17.5,15.5,4.0,0.5,0.092,247,5015313,e6,act2,silver3
9,Viper,1.0,14.5,14.5,5.6,0.499,0.04,206,2163382,e6,act2,silver3
10,Astra,1.05,15.1,14.4,6.0,0.498,0.014,210,741706,e6,act2,silver3
11,Sova,1.0,14.5,14.6,5.4,0.494,0.038,207,2080866,e6,act2,silver3
12,Fade,0.95,14.1,14.9,6.3,0.493,0.031,200,1673784,e6,act2,silver3
13,Cypher,1.01,14.5,14.4,5.0,0.49,0.031,202,1695101,e6,act2,silver3
14,Skye,0.94,14.0,14.9,7.5,0.489,0.035,199,1885179,e6,act2,silver3
15,Omen,1.0,15.0,15.0,6.3,0.488,0.072,211,3940665,e6,act2,silver3
16,Breach,0.95,14.5,15.2,6.2,0.486,0.025,205,1384067,e6,act2,silver3
17,Chamber,1.09,16.0,14.7,3.2,0.485,0.026,221,1434965,e6,act2,silver3
18,Neon,1.02,16.3,16.0,4.3,0.483,0.023,233,1244490,e6,act2,silver3
19,Harbor,0.92,13.8,15.1,5.8,0.467,0.011,195,626042,e6,act2,silver3
20,Yoru,1.01,15.6,15.4,4.5,0.463,0.017,220,908815,e6,act2,silver3
21,KAY/O,0.92,14.1,15.3,8.4,0.463,0.028,204,1502994,e6,act2,silver3
1,Brimstone,0.98,14.4,14.7,7.7,0.507,0.053,208,2840760,e6,act2,silver2
2,Reyna,1.18,18.0,15.2,4.6,0.507,0.124,255,6694078,e6,act2,silver2
3,Killjoy,1.0,14.0,14.1,4.1,0.506,0.068,202,3655481,e6,act2,silver2
4,Phoenix,1.11,16.8,15.0,4.6,0.503,0.035,240,1896899,e6,act2,silver2
5,Sage,0.91,13.3,14.6,7.0,0.502,0.112,189,6049693,e6,act2,silver2
6,Raze,1.06,16.3,15.5,5.0,0.5,0.064,240,3474226,e6,act2,silver2
7,Gekko,0.94,14.0,14.9,4.9,0.5,0.066,196,3567249,e6,act2,silver2
8,Jett,1.11,17.2,15.5,4.0,0.499,0.085,244,4609333,e6,act2,silver2
9,Viper,0.99,14.3,14.5,5.6,0.496,0.04,204,2158692,e6,act2,silver2
10,Astra,1.03,14.9,14.4,5.8,0.496,0.013,208,677758,e6,act2,silver2
11,Sova,0.98,14.3,14.6,5.4,0.492,0.038,205,2048309,e6,act2,silver2
12,Fade,0.93,13.9,14.9,6.2,0.49,0.032,199,1722916,e6,act2,silver2
13,Cypher,1.0,14.3,14.3,5.0,0.489,0.031,200,1666437,e6,act2,silver2
14,Omen,0.99,14.8,15.0,6.2,0.487,0.072,209,3921496,e6,act2,silver2
15,Skye,0.92,13.8,14.9,7.5,0.487,0.035,197,1901183,e6,act2,silver2
16,Breach,0.94,14.3,15.2,6.1,0.487,0.025,204,1327125,e6,act2,silver2
17,Chamber,1.08,15.8,14.6,3.3,0.484,0.026,219,1394794,e6,act2,silver2
18,Neon,1.01,16.1,15.9,4.3,0.481,0.025,230,1335705,e6,act2,silver2
19,Harbor,0.9,13.6,15.1,5.8,0.466,0.012,193,636982,e6,act2,silver2
20,Yoru,1.0,15.3,15.3,4.5,0.464,0.019,217,1006778,e6,act2,silver2
21,KAY/O,0.91,13.8,15.3,8.3,0.462,0.028,202,1510657,e6,act2,silver2
1,Killjoy,0.98,13.8,14.0,4.1,0.507,0.066,200,3514772,e6,act2,silver1
2,Reyna,1.17,17.7,15.1,4.6,0.506,0.122,252,6469218,e6,act2,silver1
3,Brimstone,0.97,14.2,14.7,7.5,0.504,0.052,206,2739575,e6,act2,silver1
4,Sage,0.89,13.0,14.6,6.9,0.5,0.118,187,6233785,e6,act2,silver1
5,Phoenix,1.09,16.4,15.0,4.6,0.5,0.037,236,1937123,e6,act2,silver1
6,Raze,1.04,16.0,15.4,5.0,0.499,0.064,237,3394638,e6,act2,silver1
7,Gekko,0.93,13.8,14.8,4.8,0.499,0.064,194,3414786,e6,act2,silver1
8,Jett,1.1,16.9,15.4,4.0,0.498,0.08,241,4230238,e6,act2,silver1
9,Astra,1.02,14.6,14.4,5.7,0.496,0.011,206,598799,e6,act2,silver1
10,Viper,0.97,14.1,14.5,5.5,0.493,0.04,202,2120344,e6,act2,silver1
11,Sova,0.96,14.0,14.6,5.3,0.489,0.039,202,2044025,e6,act2,silver1
12,Fade,0.92,13.7,14.9,6.2,0.489,0.033,196,1765403,e6,act2,silver1
13,Cypher,0.98,14.1,14.3,5.0,0.488,0.03,198,1611823,e6,act2,silver1
14,Skye,0.91,13.5,14.8,7.5,0.486,0.036,195,1912707,e6,act2,silver1
15,Omen,0.98,14.6,15.0,6.0,0.486,0.072,207,3829728,e6,act2,silver1
16,Breach,0.93,14.1,15.2,6.0,0.485,0.023,202,1234322,e6,act2,silver1
17,Chamber,1.06,15.5,14.6,3.3,0.482,0.025,216,1312858,e6,act2,silver1
18,Neon,1.0,15.8,15.8,4.3,0.481,0.027,227,1411744,e6,act2,silver1
19,Harbor,0.89,13.4,15.1,5.7,0.465,0.012,191,632464,e6,act2,silver1
20,Yoru,0.99,15.0,15.3,4.5,0.463,0.021,214,1103458,e6,act2,silver1
21,KAY/O,0.89,13.6,15.2,8.2,0.463,0.029,199,1526805,e6,act2,silver1
1,Killjoy,0.99,13.8,13.9,4.2,0.51,0.065,200,2941009,e6,act2,bronze3
2,Reyna,1.16,17.4,15.0,4.6,0.51,0.121,249,5470475,e6,act2,bronze3
3,Brimstone,0.97,14.1,14.6,7.3,0.507,0.049,206,2229272,e6,act2,bronze3
4,Sage,0.9,13.0,14.5,6.9,0.503,0.12,187,5431536,e6,act2,bronze3
5,Raze,1.03,15.7,15.3,5.0,0.502,0.065,234,2925459,e6,act2,bronze3
6,Jett,1.09,16.6,15.3,4.0,0.501,0.074,238,3333619,e6,act2,bronze3
7,Gekko,0.93,13.7,14.7,4.8,0.501,0.065,194,2930914,e6,act2,bronze3
8,Phoenix,1.08,16.1,14.9,4.6,0.5,0.038,232,1698288,e6,act2,bronze3
9,Astra,1.02,14.5,14.3,5.6,0.497,0.01,205,461682,e6,act2,bronze3
10,Viper,0.97,13.9,14.4,5.5,0.495,0.04,201,1815763,e6,act2,bronze3
11,Fade,0.92,13.6,14.8,6.2,0.491,0.035,196,1570864,e6,act2,bronze3
12,Sova,0.96,13.9,14.5,5.3,0.491,0.039,201,1741326,e6,act2,bronze3
13,Breach,0.93,14.1,15.1,5.9,0.49,0.022,203,981595,e6,act2,bronze3
14,Cypher,0.98,13.9,14.2,5.0,0.49,0.03,197,1357350,e6,act2,bronze3
15,Skye,0.91,13.4,14.7,7.5,0.489,0.036,194,1638387,e6,act2,bronze3
16,Omen,0.98,14.5,14.9,5.8,0.488,0.072,207,3250412,e6,act2,bronze3
17,Chamber,1.05,15.3,14.5,3.4,0.485,0.024,215,1090206,e6,act2,bronze3
18,Neon,0.99,15.5,15.7,4.3,0.483,0.029,225,1308966,e6,act2,bronze3
19,Harbor,0.89,13.3,15.0,5.7,0.468,0.012,191,543626,e6,act2,bronze3
20,KAY/O,0.89,13.5,15.1,8.2,0.467,0.029,199,1310330,e6,act2,bronze3
21,Yoru,0.97,14.8,15.2,4.5,0.466,0.024,212,1073726,e6,act2,bronze3
1,Killjoy,0.96,13.4,13.9,4.2,0.509,0.063,196,2570391,e6,act2,bronze2
2,Reyna,1.12,16.8,15.0,4.6,0.502,0.116,242,4774681,e6,act2,bronze2
3,Brimstone,0.94,13.7,14.6,7.1,0.502,0.047,202,1916183,e6,act2,bronze2
4,Sage,0.87,12.6,14.4,6.8,0.498,0.126,182,5168624,e6,act2,bronze2
5,Gekko,0.9,13.3,14.7,4.8,0.498,0.064,190,2628711,e6,act2,bronze2
6,Raze,1.0,15.2,15.2,5.0,0.497,0.065,228,2683471,e6,act2,bronze2
7,Jett,1.05,15.9,15.2,4.0,0.495,0.069,230,2833763,e6,act2,bronze2
8,Phoenix,1.04,15.4,14.9,4.6,0.492,0.039,225,1608996,e6,act2,bronze2
9,Viper,0.94,13.5,14.4,5.4,0.491,0.04,196,1658053,e6,act2,bronze2
10,Astra,0.99,14.1,14.3,5.4,0.49,0.009,200,376247,e6,act2,bronze2
11,Skye,0.88,13.0,14.7,7.4,0.487,0.037,190,1508230,e6,act2,bronze2
12,Breach,0.91,13.7,15.1,5.8,0.487,0.02,199,829219,e6,act2,bronze2
13,Cypher,0.95,13.5,14.2,5.0,0.486,0.03,192,1226002,e6,act2,bronze2
14,Sova,0.93,13.4,14.5,5.2,0.485,0.04,196,1630989,e6,act2,bronze2
15,Omen,0.95,14.1,14.9,5.6,0.485,0.071,202,2895587,e6,act2,bronze2
16,Fade,0.89,13.1,14.8,6.2,0.485,0.037,191,1517971,e6,act2,bronze2
17,Chamber,1.02,14.8,14.5,3.4,0.481,0.024,209,967019,e6,act2,bronze2
18,Neon,0.96,15.0,15.6,4.3,0.48,0.032,218,1322859,e6,act2,bronze2
19,Harbor,0.87,13.0,14.9,5.6,0.469,0.012,187,503892,e6,act2,bronze2
20,KAY/O,0.87,13.1,15.1,8.0,0.465,0.03,194,1222965,e6,act2,bronze2
21,Yoru,0.94,14.3,15.1,4.5,0.461,0.028,206,1165781,e6,act2,bronze2
1,Killjoy,0.93,12.9,13.9,4.3,0.511,0.06,191,2022199,e6,act2,bronze1
2,Brimstone,0.92,13.3,14.5,6.8,0.5,0.043,197,1447905,e6,act2,bronze1
3,Reyna,1.08,16.1,14.9,4.6,0.499,0.112,234,3763677,e6,act2,bronze1
4,Sage,0.84,12.1,14.4,6.7,0.498,0.132,176,4425747,e6,act2,bronze1
5,Gekko,0.87,12.9,14.7,4.8,0.497,0.064,185,2164398,e6,act2,bronze1
6,Raze,0.97,14.6,15.1,5.0,0.496,0.068,221,2274859,e6,act2,bronze1
7,Astra,0.96,13.6,14.2,5.2,0.492,0.008,195,276688,e6,act2,bronze1
8,Jett,1.01,15.2,15.1,4.0,0.491,0.064,221,2141744,e6,act2,bronze1
9,Viper,0.9,13.0,14.4,5.3,0.49,0.041,190,1386454,e6,act2,bronze1
10,Breach,0.89,13.3,15.0,5.7,0.489,0.018,194,615497,e6,act2,bronze1
11,Skye,0.85,12.5,14.7,7.4,0.487,0.037,184,1242498,e6,act2,bronze1
12,Phoenix,1.0,14.7,14.8,4.5,0.487,0.04,216,1345510,e6,act2,bronze1
13,Cypher,0.92,13.1,14.2,5.0,0.486,0.029,187,988793,e6,act2,bronze1
14,Sova,0.89,12.9,14.5,5.2,0.485,0.04,190,1347105,e6,act2,bronze1
15,Omen,0.92,13.7,14.8,5.4,0.484,0.069,197,2320674,e6,act2,bronze1
16,Fade,0.85,12.6,14.8,6.1,0.483,0.04,185,1338891,e6,act2,bronze1
17,Neon,0.93,14.4,15.5,4.2,0.479,0.035,211,1175892,e6,act2,bronze1
18,Chamber,0.98,14.2,14.5,3.5,0.479,0.023,203,761305,e6,act2,bronze1
19,Harbor,0.84,12.5,14.9,5.5,0.47,0.012,182,405902,e6,act2,bronze1
20,KAY/O,0.83,12.6,15.0,7.9,0.466,0.03,188,1000217,e6,act2,bronze1
21,Yoru,0.92,13.8,15.1,4.5,0.465,0.034,200,1130974,e6,act2,bronze1
1,Killjoy,0.9,12.5,13.8,4.2,0.51,0.054,186,1422074,e6,act2,iron3
2,Brimstone,0.88,12.8,14.5,6.4,0.496,0.039,191,1032897,e6,act2,iron3
3,Sage,0.8,11.5,14.3,6.4,0.495,0.135,170,3593344,e6,act2,iron3
4,Raze,0.94,14.0,15.0,4.9,0.494,0.069,213,1832220,e6,act2,iron3
5,Reyna,1.04,15.4,14.8,4.6,0.494,0.111,225,2956252,e6,act2,iron3
6,Gekko,0.84,12.3,14.7,4.7,0.493,0.062,179,1637875,e6,act2,iron3
7,Astra,0.92,13.0,14.1,5.0,0.491,0.007,189,177518,e6,act2,iron3
8,Skye,0.82,12.0,14.6,7.2,0.488,0.035,178,933359,e6,act2,iron3
9,Breach,0.86,12.8,14.9,5.6,0.487,0.016,189,421555,e6,act2,iron3
10,Viper,0.86,12.4,14.4,5.1,0.486,0.041,184,1077649,e6,act2,iron3
11,Cypher,0.89,12.6,14.1,4.9,0.485,0.028,181,747055,e6,act2,iron3
12,Jett,0.96,14.4,15.0,4.0,0.484,0.064,211,1706600,e6,act2,iron3
13,Omen,0.89,13.2,14.8,5.1,0.482,0.065,191,1725162,e6,act2,iron3
14,Sova,0.85,12.3,14.5,5.0,0.479,0.042,182,1118105,e6,act2,iron3
15,Phoenix,0.94,13.9,14.7,4.4,0.479,0.045,205,1190288,e6,act2,iron3
